Time [s],Channel 0,Channel 1,Channel 2
0.443807360,0,0,0
0.443807680,0,1,0
0.443808000,0,0,0
0.443808480,0,1,0
0.443808800,0,0,0
0.443809120,0,1,0
0.443809440,0,0,0
0.443809760,0,1,0
0.443810080,0,0,0
0.443810400,0,1,0
0.443810720,1,0,0
0.443811040,1,1,0
0.443811360,0,0,0
0.443811680,0,1,0
0.443812000,0,0,0
0.443812480,0,1,0
0.443812800,0,0,0
0.443813120,0,1,0
0.443813440,0,0,0
0.443813760,0,1,0
0.443814080,0,0,0
0.443814400,0,1,0
0.444273440,0,0,0
0.444273760,0,1,0
0.444274080,0,0,0
0.444274400,0,1,0
0.444274720,0,0,0
0.444275040,0,1,0
0.444275360,0,0,0
0.444275680,0,1,0
0.444276000,0,0,0
0.444276160,1,0,1
0.444276480,1,1,1
0.444276800,0,0,0
0.444277120,0,1,0
0.444277440,0,0,0
0.444277760,0,1,0
0.444278080,0,0,0
0.444278400,0,1,0
0.444278720,0,0,0
0.444279040,0,1,0
0.444279360,0,0,0
0.444279680,0,1,0
0.444280000,0,0,0
0.444280480,0,1,0
0.444280800,1,0,0
0.444281120,1,1,0
0.444281440,0,0,0
0.444281760,0,1,0
0.444282080,0,0,0
0.444282400,0,1,0
0.444282720,0,0,0
0.444283040,0,1,0
0.444283360,0,0,0
0.444283680,0,1,0
0.444284000,0,0,0
0.444284160,1,0,1
0.444284480,1,1,1
0.444284800,0,0,0
0.444285120,0,1,0
0.444285440,0,0,0
0.444285760,0,1,0
0.444286080,0,0,0
0.444286400,0,1,0
0.444286720,0,0,1
0.444287040,0,1,1
0.444287360,0,0,0
0.444287680,0,1,0
0.444288000,0,0,0
0.444288480,0,1,0
0.444288800,0,0,0
0.444289120,0,1,0
0.444289440,0,0,0
0.444289760,0,1,0
0.444290080,0,0,0
0.444290400,0,1,0
0.444290720,1,0,1
0.444291040,1,1,1
0.444291360,0,0,1
0.444291680,0,1,1
0.444292000,0,0,1
0.444292160,0,0,0
0.444292480,0,1,0
0.444292800,0,0,0
0.444293120,0,1,0
0.444293440,1,0,1
0.444293760,1,1,1
0.444294080,0,0,0
0.444294400,0,1,0
0.444563360,0,0,0
0.444563680,0,1,0
0.444564000,0,0,0
0.444564480,0,1,0
0.444564800,0,0,0
0.444565120,0,1,0
0.444565440,0,0,0
0.444565760,0,1,0
0.444566080,0,0,0
0.444566400,0,1,0
0.444566720,0,0,0
0.444567040,0,1,0
0.444567360,0,0,0
0.444567680,0,1,0
0.444568000,0,0,0
0.444568160,0,0,1
0.444568480,0,1,1
0.444568800,0,0,1
0.444569120,0,1,1
0.444569440,0,0,0
0.444569760,0,1,0
0.444570080,0,0,0
0.444570400,0,1,0
0.444570720,0,0,0
0.444571040,0,1,0
0.444571360,0,0,0
0.444571680,0,1,0
0.444572000,0,0,0
0.444572480,0,1,0
0.444572800,0,0,0
0.444573120,0,1,0
0.444573440,0,0,0
0.444573760,0,1,0
0.444574080,0,0,0
0.444574400,0,1,0
0.444574720,0,0,0
0.444575040,0,1,0
0.444575360,0,0,0
0.444575680,0,1,0
0.444576000,0,0,0
0.444576480,0,1,0
0.444576800,1,0,1
0.444577120,1,1,1
0.444577440,0,0,0
0.444577760,0,1,0
0.444578080,0,0,0
0.444578400,0,1,0
0.444578720,1,0,0
0.444579040,1,1,0
0.444579360,1,0,0
0.444579680,1,1,0
0.444580000,0,0,0
0.444580480,0,1,0
0.444580800,1,0,1
0.444581120,1,1,1
0.444581440,0,0,0
0.444581760,0,1,0
0.444582080,0,0,1
0.444582400,0,1,1
0.444582720,1,0,1
0.444583040,1,1,1
0.444583360,1,0,0
0.444583680,1,1,0
0.444584000,0,0,0
0.444584480,0,1,0
0.445030080,0,0,0
0.445030400,0,1,0
0.445030720,0,0,0
0.445031040,0,1,0
0.445031360,0,0,0
0.445031680,0,1,0
0.445032000,0,0,0
0.445032480,0,1,0
0.445032800,1,0,1
0.445033120,1,1,1
0.445033440,0,0,0
0.445033760,0,1,0
0.445034080,0,0,0
0.445034400,0,1,0
0.445034720,1,0,0
0.445035040,1,1,0
0.445035360,0,0,0
0.445035680,0,1,0
0.445036000,0,0,0
0.445036480,0,1,0
0.445036800,0,0,0
0.445037120,0,1,0
0.445037440,0,0,0
0.445037760,0,1,0
0.445038080,0,0,0
0.445038400,0,1,0
0.445038720,0,0,0
0.445039040,0,1,0
0.445039360,0,0,0
0.445039680,0,1,0
0.445040000,0,0,0
0.445040480,0,1,0
0.445040800,1,0,1
0.445041120,1,1,1
0.445041440,0,0,0
0.445041760,0,1,0
0.445042080,0,0,0
0.445042400,0,1,0
0.445042720,0,0,0
0.445043040,0,1,0
0.445043360,1,0,1
0.445043680,1,1,1
0.445044000,0,0,1
0.445044160,0,0,0
0.445044480,0,1,0
0.445044800,0,0,0
0.445045120,0,1,0
0.445045440,0,0,1
0.445045760,0,1,1
0.445046080,0,0,1
0.445046400,0,1,1
0.445046720,0,0,0
0.445047040,0,1,0
0.445047360,1,0,1
0.445047680,1,1,1
0.445048000,1,0,1
0.445048480,1,1,1
0.445048800,1,0,1
0.445049120,1,1,1
0.445049440,0,0,0
0.445049760,0,1,0
0.445050080,1,0,0
0.445050400,1,1,0
0.445050720,0,0,0
0.445051040,0,1,0
0.445336000,0,0,0
0.445336480,0,1,0
0.445336800,0,0,0
0.445337120,0,1,0
0.445337440,0,0,0
0.445337760,0,1,0
0.445338080,0,0,0
0.445338400,0,1,0
0.445338720,0,0,0
0.445339040,0,1,0
0.445339360,0,0,0
0.445339680,0,1,0
0.445340000,0,0,0
0.445340480,0,1,0
0.445340800,0,0,0
0.445341120,0,1,0
0.445341440,0,0,0
0.445341760,0,1,0
0.445342080,0,0,0
0.445342400,0,1,0
0.445342720,0,0,0
0.445343040,0,1,0
0.445343360,0,0,1
0.445343680,0,1,1
0.445344000,0,0,1
0.445344480,0,1,1
0.445344800,0,0,0
0.445345120,0,1,0
0.445345440,0,0,0
0.445345760,0,1,0
0.445346080,0,0,1
0.445346400,0,1,1
0.445346720,0,0,0
0.445347040,0,1,0
0.445347360,0,0,0
0.445347680,0,1,0
0.445348000,0,0,0
0.445348480,0,1,0
0.445348800,0,0,0
0.445349120,0,1,0
0.445349440,0,0,1
0.445349760,0,1,1
0.445350080,0,0,0
0.445350400,0,1,0
0.445350720,0,0,0
0.445351040,0,1,0
0.445351360,0,0,1
0.445351680,0,1,1
0.445352000,0,0,1
0.445352480,0,1,1
0.445352800,0,0,0
0.445353120,0,1,0
0.445353440,0,0,0
0.445353760,0,1,0
0.445354080,0,0,1
0.445354400,0,1,1
0.445354720,0,0,1
0.445355040,0,1,1
0.445355360,0,0,1
0.445355680,0,1,1
0.445356000,0,0,1
0.445356480,0,1,1
0.445356800,0,0,0
0.445357120,0,1,0
0.445624800,0,0,0
0.445625120,0,1,0
0.445625440,0,0,0
0.445625760,0,1,0
0.445626080,0,0,0
0.445626400,0,1,0
0.445626720,0,0,0
0.445627040,0,1,0
0.445627360,1,0,1
0.445627680,1,1,1
0.445628000,0,0,1
0.445628160,0,0,0
0.445628480,0,1,0
0.445628800,0,0,0
0.445629120,0,1,0
0.445629440,0,0,1
0.445629760,0,1,1
0.445630080,0,0,0
0.445630400,0,1,0
0.445630720,0,0,0
0.445631040,0,1,0
0.445631360,0,0,0
0.445631680,0,1,0
0.445632000,0,0,0
0.445632480,0,1,0
0.445632800,0,0,0
0.445633120,0,1,0
0.445633440,0,0,0
0.445633760,0,1,0
0.445634080,0,0,0
0.445634400,0,1,0
0.445634720,0,0,0
0.445635040,0,1,0
0.445635360,1,0,1
0.445635680,1,1,1
0.445636000,0,0,1
0.445636160,0,0,0
0.445636480,0,1,0
0.445636800,0,0,0
0.445637120,0,1,0
0.445637440,0,0,0
0.445637760,0,1,0
0.445638080,1,0,0
0.445638400,1,1,0
0.445638720,0,0,0
0.445639040,0,1,0
0.445639360,0,0,0
0.445639680,0,1,0
0.445640000,1,0,0
0.445640480,1,1,0
0.445640800,1,0,0
0.445641120,1,1,0
0.445641440,0,0,0
0.445641760,0,1,0
0.445642080,1,0,0
0.445642400,1,1,0
0.445642720,1,0,1
0.445643040,1,1,1
0.445643360,1,0,1
0.445643680,1,1,1
0.445644000,0,0,1
0.445644160,0,0,0
0.445644480,0,1,0
